policy,seed,wait_seconds
batch,7,159.8000
batch,7,103.0000
batch,7,149.3000
batch,7,91.6000
batch,7,91.8000
batch,7,102.6000
batch,7,107.7000
batch,7,151.0000
batch,7,104.7000
batch,7,39.0000
batch,7,71.2000
batch,7,131.1000
batch,7,238.7000
batch,7,125.0000
batch,7,249.8000
batch,7,48.0000
batch,7,201.6000
batch,7,46.2000
batch,7,37.1000
batch,7,50.3000
batch,7,79.5000
batch,7,209.7000
batch,7,193.5000
batch,7,211.2000
batch,7,240.8000
batch,7,90.8000
batch,7,61.9000
batch,7,131.8000
batch,7,316.8000
batch,7,143.7000
batch,7,73.1000
batch,7,729.3000
batch,7,70.6000
batch,7,126.3000
batch,7,151.6000
batch,7,111.3000
batch,7,350.0000
batch,7,200.7000
batch,7,52.6000
batch,7,95.0000
batch,7,824.7000
batch,7,141.6000
batch,7,845.6000
batch,7,99.3000
batch,7,78.3000
batch,7,117.4000
batch,7,104.2000
batch,7,106.2000
batch,7,129.1000
batch,7,107.6000
batch,7,167.8000
batch,7,132.1000
batch,7,198.9000
batch,7,150.3000
batch,7,131.2000
batch,7,145.6000
batch,7,131.9000
batch,7,195.4000
batch,7,152.7000
batch,7,150.4000
batch,7,166.4000
batch,7,102.7000
batch,7,79.8000
batch,7,232.0000
batch,7,113.3000
batch,7,168.6000
batch,7,161.4000
batch,7,195.8000
batch,7,249.6000
batch,7,118.1000
batch,7,180.4000
batch,7,103.9000
batch,7,213.8000
batch,7,394.9000
batch,7,193.7000
batch,7,84.9000
batch,7,542.9000
batch,7,62.9000
batch,7,138.5000
batch,7,100.0000
batch,7,169.3000
batch,7,167.8000
batch,7,101.5000
batch,7,127.6000
batch,7,162.7000
batch,7,195.8000
batch,7,158.5000
batch,7,248.1000
batch,7,117.8000
batch,7,127.7000
batch,7,222.0000
batch,7,82.1000
batch,7,898.3000
batch,7,100.3000
batch,7,152.6000
batch,7,228.2000
batch,7,223.2000
batch,7,72.8000
batch,7,32.7000
batch,7,76.4000
batch,7,281.1000
batch,7,122.2000
batch,7,198.7000
batch,7,185.6000
batch,7,205.8000
batch,7,193.9000
batch,7,83.6000
batch,7,168.6000
batch,7,255.7000
batch,7,136.3000
batch,7,246.0000
batch,7,125.6000
batch,7,56.3000
batch,7,96.7000
batch,7,259.3000
batch,7,141.9000
batch,7,34.6000
batch,7,111.6000
batch,7,557.8000
batch,7,236.0000
batch,7,91.0000
batch,7,179.0000
batch,7,113.2000
batch,7,250.3000
batch,7,238.7000
batch,7,186.2000
batch,7,286.7000
batch,7,84.6000
batch,7,134.5000
batch,7,104.1000
batch,7,174.0000
batch,7,199.3000
batch,7,147.7000
batch,7,241.1000
batch,7,136.4000
batch,7,517.5000
batch,7,80.8000
batch,7,217.2000
batch,7,193.6000
batch,7,195.4000
batch,7,675.3000
batch,7,200.4000
batch,7,162.5000
batch,7,166.3000
batch,7,196.6000
batch,7,77.9000
batch,7,621.1000
batch,7,1070.9000
batch,7,493.7000
batch,8,38.2000
batch,8,52.3000
batch,8,22.1000
batch,8,5.1000
batch,8,50.8000
batch,8,16.2000
batch,8,41.6000
batch,8,11.4000
batch,8,30.9000
batch,8,21.0000
batch,8,11.9000
batch,8,31.5000
batch,8,8.8000
batch,8,38.4000
batch,8,69.9000
batch,8,16.5000
batch,8,115.6000
batch,8,16.2000
batch,8,13.2000
batch,8,20.3000
batch,8,53.5000
batch,8,21.2000
batch,8,26.9000
batch,8,18.2000
batch,8,6.9000
batch,8,51.8000
batch,8,34.7000
batch,8,57.1000
batch,8,53.2000
batch,8,42.6000
batch,8,11.1000
batch,8,6.7000
batch,8,116.3000
batch,8,40.4000
batch,8,38.4000
batch,8,39.2000
batch,8,88.5000
batch,8,32.5000
batch,8,56.7000
batch,8,27.2000
batch,8,32.1000
batch,8,80.8000
batch,8,44.6000
batch,8,320.2000
batch,8,43.9000
batch,8,53.7000
batch,8,71.5000
batch,8,75.5000
batch,8,43.5000
batch,8,35.1000
batch,8,39.3000
batch,8,27.2000
batch,8,47.1000
batch,8,39.9000
batch,8,64.4000
batch,8,23.0000
batch,8,77.1000
batch,8,114.6000
batch,8,51.9000
batch,8,306.0000
batch,8,47.0000
batch,8,52.6000
batch,8,54.0000
batch,8,72.1000
batch,8,185.0000
batch,8,51.5000
batch,8,40.9000
batch,8,69.1000
batch,8,61.7000
batch,8,64.4000
batch,8,54.2000
batch,8,53.1000
batch,8,46.3000
batch,8,38.1000
batch,8,47.2000
batch,8,57.2000
batch,8,69.8000
batch,8,48.6000
batch,8,81.3000
batch,8,71.3000
batch,8,54.9000
batch,8,28.7000
batch,8,85.5000
batch,8,97.9000
batch,8,12.7000
batch,8,35.6000
batch,8,46.0000
batch,8,65.1000
batch,8,30.6000
batch,8,101.3000
batch,8,114.6000
batch,8,27.7000
batch,8,73.2000
batch,8,55.5000
batch,8,95.2000
batch,8,101.0000
batch,8,41.6000
batch,8,56.0000
batch,8,23.3000
batch,8,43.6000
batch,8,89.4000
batch,8,37.1000
batch,8,21.8000
batch,8,43.9000
batch,8,30.9000
batch,8,163.7000
batch,8,52.4000
batch,8,59.5000
batch,8,42.3000
batch,8,3.5000
batch,8,69.6000
batch,8,71.3000
batch,8,90.1000
batch,8,9.0000
batch,8,50.9000
batch,8,56.6000
batch,8,112.1000
batch,8,70.5000
batch,8,32.0000
batch,8,20.3000
batch,8,86.2000
batch,8,106.2000
batch,8,64.9000
batch,8,149.4000
batch,8,77.9000
batch,8,104.5000
batch,8,55.4000
batch,8,89.4000
batch,8,88.2000
batch,8,115.9000
batch,8,49.1000
batch,8,89.5000
batch,8,45.1000
batch,8,50.9000
batch,8,79.3000
batch,8,2.3000
batch,8,162.8000
batch,8,60.7000
batch,8,16.4000
batch,8,90.1000
batch,8,79.3000
batch,8,113.6000
batch,8,32.0000
batch,8,153.8000
batch,8,57.0000
batch,8,47.2000
batch,8,77.9000
batch,8,123.6000
batch,8,87.0000
batch,8,398.2000
batch,8,110.0000
batch,8,23.2000
batch,8,101.1000
batch,8,39.0000
batch,8,178.6000
batch,8,39.4000
batch,8,532.6000
batch,8,79.3000
batch,8,27.8000
batch,8,114.2000
batch,8,64.5000
batch,8,104.4000
batch,8,88.3000
batch,8,131.9000
batch,8,90.6000
batch,8,145.5000
batch,8,13.8000
batch,8,92.0000
batch,8,102.5000
batch,8,23.9000
batch,8,82.8000
batch,8,171.6000
batch,8,76.2000
batch,8,111.7000
batch,8,49.0000
batch,8,85.9000
batch,8,168.8000
batch,8,34.5000
batch,8,293.8000
batch,8,21.1000
batch,8,79.8000
batch,8,366.8000
batch,8,74.3000
batch,8,107.7000
batch,8,123.4000
batch,8,75.8000
batch,8,143.6000
batch,8,45.1000
batch,8,51.8000
batch,8,69.2000
batch,8,45.2000
batch,8,100.4000
batch,8,101.0000
batch,8,364.1000
batch,8,59.7000
batch,8,136.7000
batch,8,119.2000
batch,8,104.3000
batch,8,93.5000
batch,8,809.2000
batch,8,68.1000
batch,8,68.8000
batch,8,129.6000
batch,8,350.1000
batch,8,85.6000
batch,8,88.7000
batch,8,40.3000
batch,8,102.3000
batch,8,84.0000
batch,8,650.6000
batch,8,112.9000
batch,8,51.0000
batch,8,49.0000
batch,8,125.4000
batch,8,100.0000
batch,8,38.6000
batch,8,58.1000
batch,8,67.0000
batch,8,152.9000
batch,8,90.5000
batch,8,160.6000
batch,8,76.2000
batch,8,128.8000
batch,8,55.8000
batch,8,144.1000
batch,8,111.0000
batch,8,78.1000
batch,8,122.8000
batch,8,127.4000
batch,8,55.1000
batch,8,29.0000
batch,8,16.2000
batch,8,109.8000
batch,8,27.5000
batch,8,84.3000
batch,8,165.0000
batch,8,223.2000
batch,8,96.7000
batch,8,97.7000
batch,8,144.5000
batch,8,270.8000
batch,8,513.8000
batch,8,109.1000
batch,8,173.6000
batch,8,137.2000
batch,8,245.8000
batch,8,84.4000
batch,8,81.0000
batch,8,152.4000
batch,8,44.7000
batch,8,216.6000
batch,8,35.5000
batch,8,32.3000
batch,8,142.5000
batch,8,391.5000
batch,8,76.6000
batch,8,133.7000
batch,8,107.4000
batch,8,82.8000
batch,8,84.1000
batch,8,81.3000
batch,8,572.0000
batch,8,96.0000
batch,8,131.6000
batch,8,281.4000
batch,8,266.9000
batch,8,103.2000
batch,8,68.7000
batch,8,172.0000
batch,8,79.5000
batch,8,137.2000
batch,8,198.4000
batch,8,99.4000
batch,8,139.3000
batch,8,131.3000
batch,8,123.0000
batch,8,92.8000
batch,8,186.4000
batch,8,58.0000
batch,8,92.2000
batch,8,120.7000
batch,8,129.1000
batch,8,240.0000
batch,8,198.5000
batch,8,148.0000
batch,8,134.0000
batch,8,156.6000
batch,8,99.6000
batch,8,88.6000
batch,8,187.6000
batch,8,58.1000
batch,8,298.1000
batch,8,209.9000
batch,8,126.6000
batch,8,175.2000
batch,8,192.7000
batch,8,130.9000
batch,8,25.7000
batch,8,188.4000
batch,8,110.6000
batch,8,171.2000
batch,8,118.2000
batch,8,190.7000
batch,8,233.5000
batch,8,287.5000
batch,8,265.1000
batch,8,94.6000
batch,8,188.0000
batch,8,195.2000
batch,8,89.6000
batch,8,81.3000
batch,8,103.2000
batch,8,169.0000
batch,8,193.4000
batch,8,139.2000
batch,8,195.6000
batch,8,84.6000
batch,8,159.8000
batch,8,211.0000
batch,8,147.6000
batch,8,206.0000
batch,8,236.4000
batch,8,179.8000
batch,8,222.0000
batch,8,245.9000
batch,8,184.9000
batch,8,108.8000
batch,8,63.9000
batch,8,206.9000
batch,8,88.2000
batch,8,153.5000
batch,8,146.1000
batch,8,156.0000
batch,8,180.2000
batch,8,150.7000
batch,8,197.7000
batch,8,138.6000
batch,8,384.3000
batch,8,105.2000
batch,8,60.4000
batch,8,91.1000
batch,8,141.1000
batch,8,329.9000
batch,8,163.9000
batch,8,107.2000
batch,8,130.5000
batch,8,163.2000
batch,8,108.5000
batch,8,190.4000
batch,8,80.8000
batch,8,118.1000
batch,8,700.8000
batch,8,61.7000
batch,8,76.2000
batch,8,133.0000
batch,8,127.7000
batch,8,96.7000
batch,8,214.3000
batch,8,177.2000
batch,8,204.7000
batch,8,743.5000
batch,8,205.4000
batch,8,206.3000
batch,8,43.7000
batch,8,157.6000
batch,8,179.8000
batch,8,339.4000
batch,8,82.0000
batch,8,44.7000
batch,8,300.5000
batch,8,146.5000
batch,8,282.8000
batch,8,209.9000
batch,8,71.5000
batch,8,161.2000
batch,8,212.6000
batch,8,161.2000
batch,8,389.4000
batch,8,52.6000
batch,8,91.8000
batch,8,689.8000
batch,8,130.4000
batch,8,278.8000
batch,8,168.1000
batch,8,182.5000
batch,8,220.1000
batch,8,860.8000
batch,8,85.0000
batch,8,201.2000
batch,9,39.7000
batch,9,6.9000
batch,9,34.6000
batch,9,33.2000
batch,9,36.0000
batch,9,77.3000
batch,9,3.0000
batch,9,30.2000
batch,9,48.3000
batch,9,47.6000
batch,9,36.6000
batch,9,37.3000
batch,9,41.9000
batch,9,20.1000
batch,9,19.0000
batch,9,44.3000
batch,9,56.6000
batch,9,97.4000
batch,9,13.6000
batch,9,58.2000
batch,9,18.5000
batch,9,118.1000
batch,9,18.8000
batch,9,108.4000
batch,9,51.5000
batch,9,6.5000
batch,9,235.3000
batch,9,55.4000
batch,9,36.3000
batch,9,71.1000
batch,9,207.2000
batch,9,33.0000
batch,9,27.7000
batch,9,5.0000
batch,9,46.9000
batch,9,38.3000
batch,9,71.4000
batch,9,6.4000
batch,9,30.8000
batch,9,221.8000
batch,9,33.2000
batch,9,7.4000
batch,9,55.2000
batch,9,35.4000
batch,9,82.7000
batch,9,70.0000
batch,9,9.0000
batch,9,154.9000
batch,9,22.4000
batch,9,25.9000
batch,9,51.9000
batch,9,41.1000
batch,9,19.8000
batch,9,22.9000
batch,9,36.6000
batch,9,71.7000
batch,9,21.4000
batch,9,24.6000
batch,9,32.1000
batch,9,56.0000
batch,9,96.5000
batch,9,26.5000
batch,9,34.5000
batch,9,43.7000
batch,9,12.6000
batch,9,36.6000
batch,9,27.3000
batch,9,67.3000
batch,9,91.0000
batch,9,22.6000
batch,9,535.9000
batch,9,73.4000
batch,9,14.7000
batch,9,16.6000
batch,9,1.5000
batch,9,23.6000
batch,9,91.1000
batch,9,12.8000
batch,9,62.8000
batch,9,27.7000
batch,9,191.8000
batch,9,24.2000
batch,9,27.3000
batch,9,79.9000
batch,9,15.1000
batch,9,17.9000
batch,9,10.4000
batch,9,69.7000
batch,9,99.7000
batch,9,14.7000
batch,9,62.5000
batch,9,21.3000
batch,9,27.9000
batch,9,73.9000
batch,9,39.2000
batch,9,152.8000
batch,9,90.6000
batch,9,80.1000
batch,9,29.1000
batch,9,133.5000
batch,9,72.4000
batch,9,138.8000
batch,9,60.2000
batch,9,49.8000
batch,9,72.4000
batch,9,10.8000
batch,9,11.4000
batch,9,43.8000
batch,9,3.7000
batch,9,15.5000
batch,9,21.4000
batch,9,30.5000
batch,9,9.6000
batch,9,60.1000
batch,9,37.4000
batch,9,23.6000
batch,9,26.3000
batch,9,164.3000
batch,9,566.3000
batch,9,47.9000
batch,9,176.6000
batch,9,57.5000
batch,9,56.6000
batch,9,37.1000
batch,9,86.5000
batch,9,53.8000
batch,9,24.6000
batch,9,48.1000
batch,9,225.0000
batch,9,88.7000
batch,9,107.1000
batch,9,7.6000
batch,9,338.3000
batch,9,127.4000
batch,9,54.8000
batch,9,0.2000
batch,9,82.1000
batch,9,50.1000
batch,9,210.7000
batch,9,18.7000
batch,9,49.3000
batch,9,48.5000
batch,9,186.6000
batch,9,54.3000
batch,9,62.1000
batch,9,25.9000
batch,9,70.8000
batch,9,251.4000
batch,9,613.7000
batch,9,68.5000
batch,9,119.2000
batch,9,184.5000
batch,9,98.3000
batch,9,155.0000
batch,9,54.4000
batch,9,66.7000
batch,9,125.1000
batch,9,15.9000
batch,9,37.6000
batch,9,53.2000
batch,9,25.8000
batch,9,62.7000
batch,9,11.4000
batch,9,52.0000
batch,9,118.0000
batch,9,75.6000
batch,9,6.8000
batch,9,45.9000
batch,9,31.6000
batch,9,135.2000
batch,9,77.3000
batch,9,74.6000
batch,9,92.9000
batch,9,35.3000
batch,9,43.1000
batch,9,645.5000
batch,9,45.1000
batch,9,89.7000
batch,9,72.0000
batch,9,75.0000
batch,9,99.5000
batch,9,111.9000
batch,9,29.1000
batch,9,78.0000
batch,9,11.9000
batch,9,3.4000
batch,9,11.8000
batch,9,116.2000
batch,9,88.3000
batch,9,324.6000
batch,9,63.9000
batch,9,99.1000
batch,9,62.2000
batch,9,109.7000
batch,9,86.3000
batch,9,55.9000
batch,9,39.2000
batch,9,56.0000
batch,9,114.8000
batch,9,94.4000
batch,9,112.8000
batch,9,46.6000
batch,9,12.8000
batch,9,8.4000
batch,9,6.2000
batch,9,70.1000
batch,9,154.9000
batch,9,36.0000
batch,9,85.6000
batch,9,157.2000
batch,9,87.4000
batch,9,129.5000
batch,9,59.0000
batch,9,197.1000
batch,9,457.1000
batch,9,4.8000
batch,9,9.3000
batch,9,107.4000
batch,9,56.5000
batch,9,149.8000
batch,9,123.3000
batch,9,28.3000
batch,9,65.3000
batch,9,123.4000
batch,9,71.2000
batch,9,97.1000
batch,9,150.9000
batch,9,22.3000
batch,9,37.3000
batch,9,53.2000
batch,9,27.5000
batch,9,117.6000
batch,9,51.4000
batch,9,39.1000
batch,9,38.7000
batch,9,369.8000
batch,9,111.2000
batch,9,197.7000
batch,9,26.0000
batch,9,52.3000
batch,9,131.5000
batch,9,113.0000
batch,9,75.1000
batch,9,120.4000
batch,9,48.0000
batch,9,130.6000
batch,9,122.7000
batch,9,62.0000
batch,9,92.1000
batch,9,128.4000
batch,9,495.2000
batch,9,104.6000
batch,9,49.9000
batch,9,85.8000
batch,9,40.8000
batch,9,99.1000
batch,9,270.6000
batch,9,56.0000
batch,9,70.9000
batch,9,241.9000
batch,9,160.1000
batch,9,527.0000
batch,9,82.2000
batch,9,105.4000
batch,9,141.8000
batch,9,95.6000
batch,9,69.3000
batch,9,164.9000
batch,9,85.9000
batch,9,107.7000
batch,9,109.0000
batch,9,147.7000
batch,9,58.3000
batch,9,1154.6000
batch,9,92.7000
batch,9,165.5000
batch,9,38.6000
batch,9,121.4000
batch,9,128.3000
batch,9,210.0000
batch,9,91.4000
batch,9,156.8000
batch,9,156.8000
batch,9,101.0000
batch,9,97.9000
batch,9,196.9000
batch,9,100.1000
batch,9,49.2000
batch,9,151.7000
batch,9,132.2000
batch,9,166.8000
batch,9,54.6000
batch,9,112.1000
batch,9,155.5000
batch,9,40.2000
batch,9,141.0000
batch,9,91.5000
batch,9,235.6000
batch,9,69.0000
batch,9,83.8000
batch,9,149.8000
batch,9,123.2000
batch,9,793.7000
batch,9,62.5000
batch,9,64.7000
batch,9,147.2000
batch,9,111.2000
batch,9,76.4000
batch,9,88.5000
batch,9,168.5000
batch,9,166.4000
batch,9,267.7000
batch,9,161.2000
batch,9,150.8000
batch,9,116.6000
batch,9,159.4000
batch,9,187.1000
batch,9,292.1000
batch,9,179.9000
batch,9,180.4000
batch,9,196.1000
batch,9,137.3000
batch,9,260.4000
batch,9,174.0000
batch,9,220.2000
batch,9,156.2000
batch,9,176.3000
batch,9,124.7000
batch,9,110.0000
batch,9,110.7000
batch,9,201.4000
batch,9,87.4000
batch,9,149.7000
batch,9,91.9000
batch,9,129.4000
batch,9,238.7000
batch,9,152.4000
batch,9,158.7000
batch,9,343.4000
batch,9,189.7000
batch,9,200.9000
batch,9,142.3000
batch,9,194.7000
batch,9,54.2000
batch,9,510.7000
batch,9,91.0000
batch,9,213.1000
batch,9,181.9000
batch,9,105.9000
batch,9,141.5000
batch,9,133.6000
batch,9,130.9000
batch,9,172.9000
batch,9,40.8000
batch,9,75.9000
batch,9,125.6000
batch,9,168.8000
batch,9,51.7000
batch,9,90.0000
batch,9,80.8000
batch,9,187.1000
batch,9,166.8000
batch,9,57.8000
batch,9,30.3000
batch,9,73.0000
batch,9,177.1000
batch,9,281.8000
batch,9,261.2000
batch,9,300.8000
batch,9,66.5000
batch,9,138.7000
batch,9,203.5000
batch,9,78.9000
batch,9,64.6000
batch,9,153.1000
batch,9,154.9000
batch,9,75.3000
batch,9,134.1000
batch,9,646.0000
batch,9,66.0000
batch,9,115.5000
batch,9,269.8000
batch,9,214.9000
batch,9,221.0000
batch,9,192.9000
batch,9,281.8000
batch,9,158.7000
batch,9,120.7000
batch,9,196.6000
batch,9,207.8000
batch,9,202.2000
batch,9,132.7000
batch,9,159.5000
batch,9,163.0000
batch,9,189.1000
batch,9,139.1000
batch,9,324.4000
batch,9,127.2000
batch,9,221.9000
batch,9,170.5000
batch,9,256.7000
batch,9,57.4000
batch,9,125.0000
batch,9,182.5000
batch,9,177.0000
batch,9,147.9000
batch,9,183.7000
batch,9,193.8000
batch,9,81.6000
batch,9,195.7000
batch,9,113.6000
batch,9,533.7000
batch,9,161.0000
batch,9,206.4000
batch,9,306.6000
batch,9,137.5000
batch,9,125.0000
batch,9,104.9000
batch,9,138.9000
batch,9,668.7000
batch,9,1147.1000
batch,9,164.2000
batch,9,839.9000
batch,10,43.7000
batch,10,29.9000
batch,10,30.0000
batch,10,46.1000
batch,10,49.7000
batch,10,139.6000
batch,10,20.8000
batch,10,65.5000
batch,10,1.7000
batch,10,46.6000
batch,10,34.9000
batch,10,21.6000
batch,10,14.6000
batch,10,42.7000
batch,10,45.6000
batch,10,25.9000
batch,10,23.9000
batch,10,35.5000
batch,10,31.6000
batch,10,19.4000
batch,10,54.0000
batch,10,48.9000
batch,10,43.5000
batch,10,25.0000
batch,10,13.3000
batch,10,51.3000
batch,10,41.6000
batch,10,10.4000
batch,10,44.2000
batch,10,49.8000
batch,10,64.5000
batch,10,49.7000
batch,10,50.6000
batch,10,32.4000
batch,10,12.8000
batch,10,17.9000
batch,10,23.9000
batch,10,63.5000
batch,10,36.0000
batch,10,59.6000
batch,10,45.4000
batch,10,1.5000
batch,10,3.1000
batch,10,62.5000
batch,10,18.1000
batch,10,98.6000
batch,10,54.3000
batch,10,208.7000
batch,10,75.5000
batch,10,61.2000
batch,10,56.2000
batch,10,78.7000
batch,10,65.7000
batch,10,86.9000
batch,10,41.2000
batch,10,25.2000
batch,10,64.8000
batch,10,8.9000
batch,10,27.6000
batch,10,10.3000
batch,10,85.5000
batch,10,49.5000
batch,10,44.6000
batch,10,35.7000
batch,10,135.0000
batch,10,42.1000
batch,10,36.0000
batch,10,45.8000
batch,10,12.9000
batch,10,0.4000
batch,10,61.1000
batch,10,45.5000
batch,10,14.7000
batch,10,564.0000
batch,10,27.8000
batch,10,18.6000
batch,10,228.6000
batch,10,49.3000
batch,10,55.5000
batch,10,4.1000
batch,10,22.3000
batch,10,39.1000
batch,10,115.1000
batch,10,12.2000
batch,10,9.8000
batch,10,10.5000
batch,10,81.3000
batch,10,103.6000
batch,10,38.3000
batch,10,115.9000
batch,10,66.2000
batch,10,12.3000
batch,10,89.9000
batch,10,40.1000
batch,10,267.4000
batch,10,16.9000
batch,10,323.4000
batch,10,29.7000
batch,10,70.3000
batch,10,102.0000
batch,10,16.1000
batch,10,30.5000
batch,10,13.0000
batch,10,30.4000
batch,10,5.1000
batch,10,35.2000
batch,10,148.2000
batch,10,33.8000
batch,10,299.4000
batch,10,82.6000
batch,10,112.8000
batch,10,50.2000
batch,10,130.9000
batch,10,41.9000
batch,10,31.0000
batch,10,40.2000
batch,10,40.9000
batch,10,54.3000
batch,10,24.2000
batch,10,101.3000
batch,10,44.6000
batch,10,58.6000
batch,10,120.8000
batch,10,53.6000
batch,10,47.9000
batch,10,389.7000
batch,10,108.7000
batch,10,12.0000
batch,10,38.0000
batch,10,31.5000
batch,10,64.1000
batch,10,18.0000
batch,10,32.1000
batch,10,66.5000
batch,10,52.0000
batch,10,74.4000
batch,10,22.3000
batch,10,124.1000
batch,10,93.5000
batch,10,19.0000
batch,10,36.5000
batch,10,330.2000
batch,10,25.1000
batch,10,75.4000
batch,10,15.1000
batch,10,47.2000
batch,10,130.8000
batch,10,47.1000
batch,10,37.7000
batch,10,139.9000
batch,10,82.7000
batch,10,75.3000
batch,10,92.4000
batch,10,103.2000
batch,10,165.0000
batch,10,36.6000
batch,10,331.1000
batch,10,87.7000
batch,10,120.7000
batch,10,44.6000
batch,10,42.1000
batch,10,176.8000
batch,10,21.0000
batch,10,113.3000
batch,10,45.8000
batch,10,245.8000
batch,10,8.7000
batch,10,39.5000
batch,10,94.0000
batch,10,106.7000
batch,10,193.8000
batch,10,80.7000
batch,10,36.0000
batch,10,333.4000
batch,10,104.9000
batch,10,65.3000
batch,10,61.3000
batch,10,119.1000
batch,10,64.5000
batch,10,79.7000
batch,10,208.1000
batch,10,152.7000
batch,10,53.6000
batch,10,69.3000
batch,10,13.3000
batch,10,262.0000
batch,10,28.8000
batch,10,26.3000
batch,10,113.2000
batch,10,46.1000
batch,10,62.3000
batch,10,84.5000
batch,10,97.1000
batch,10,265.7000
batch,10,66.6000
batch,10,89.9000
batch,10,110.6000
batch,10,13.3000
batch,10,68.6000
batch,10,138.8000
batch,10,29.4000
batch,10,66.0000
batch,10,217.0000
batch,10,58.1000
batch,10,101.8000
batch,10,193.1000
batch,10,92.9000
batch,10,363.5000
batch,10,141.2000
batch,10,121.0000
batch,10,97.5000
batch,10,83.0000
batch,10,114.2000
batch,10,52.7000
batch,10,127.3000
batch,10,179.4000
batch,10,149.4000
batch,10,77.5000
batch,10,38.1000
batch,10,162.0000
batch,10,59.1000
batch,10,129.1000
batch,10,128.8000
batch,10,30.6000
batch,10,101.9000
batch,10,38.3000
batch,10,105.1000
batch,10,54.7000
batch,10,74.6000
batch,10,49.0000
batch,10,165.9000
batch,10,128.5000
batch,10,74.0000
batch,10,116.9000
batch,10,21.4000
batch,10,56.0000
batch,10,41.2000
batch,10,73.5000
batch,10,74.8000
batch,10,187.0000
batch,10,187.7000
batch,10,106.2000
batch,10,86.6000
batch,10,62.0000
batch,10,110.3000
batch,10,140.4000
batch,10,340.7000
batch,10,119.9000
batch,10,279.8000
batch,10,44.7000
batch,10,184.2000
batch,10,112.3000
batch,10,138.9000
batch,10,16.0000
batch,10,71.5000
batch,10,141.3000
batch,10,67.4000
batch,10,234.6000
batch,10,152.5000
batch,10,94.0000
batch,10,101.4000
batch,10,42.3000
batch,10,66.4000
batch,10,155.5000
batch,10,88.7000
batch,10,9.9000
batch,10,124.4000
batch,10,62.6000
batch,10,89.2000
batch,10,102.2000
batch,10,184.6000
batch,10,139.9000
batch,10,67.6000
batch,10,112.8000
batch,10,188.6000
batch,10,79.0000
batch,10,61.6000
batch,10,139.4000
batch,10,119.5000
batch,10,156.2000
batch,10,207.3000
batch,10,108.0000
batch,10,52.1000
batch,10,4.3000
batch,10,169.7000
batch,10,41.9000
batch,10,202.2000
batch,10,77.8000
batch,10,130.0000
batch,10,141.9000
batch,10,173.1000
batch,10,210.4000
batch,10,158.8000
batch,10,231.9000
batch,10,169.2000
batch,10,37.1000
batch,10,181.2000
batch,10,616.0000
batch,10,158.1000
batch,10,162.9000
batch,10,71.8000
batch,10,93.2000
batch,10,52.7000
batch,10,152.2000
batch,10,59.3000
batch,10,19.5000
batch,10,123.3000
batch,10,157.9000
batch,10,315.4000
batch,10,78.2000
batch,10,119.8000
batch,10,113.3000
batch,10,17.7000
batch,10,191.8000
batch,10,220.0000
batch,10,90.6000
batch,10,82.6000
batch,10,86.1000
batch,10,136.2000
batch,10,190.6000
batch,10,119.6000
batch,10,153.9000
batch,10,140.0000
batch,10,124.1000
batch,10,151.4000
batch,10,90.1000
batch,10,296.2000
batch,10,284.8000
batch,10,77.6000
batch,10,176.9000
batch,10,138.2000
batch,10,114.9000
batch,10,139.1000
batch,10,102.1000
batch,10,124.4000
batch,10,87.3000
batch,10,183.7000
batch,10,53.5000
batch,10,205.2000
batch,10,105.7000
batch,10,66.6000
batch,10,160.8000
batch,10,272.7000
batch,10,163.8000
batch,10,203.6000
batch,10,114.0000
batch,10,182.9000
batch,10,136.4000
batch,10,147.1000
batch,10,167.5000
batch,10,139.9000
batch,10,224.6000
batch,10,189.5000
batch,10,6.2000
batch,10,103.3000
batch,10,81.7000
batch,10,84.7000
batch,10,135.3000
batch,10,49.0000
batch,10,155.7000
batch,10,163.9000
batch,10,136.1000
batch,10,233.3000
batch,10,89.1000
batch,10,279.4000
batch,10,290.7000
batch,10,539.1000
batch,10,125.5000
batch,10,182.2000
batch,10,38.0000
batch,10,170.3000
batch,10,182.9000
batch,10,393.0000
batch,10,172.7000
batch,10,232.8000
batch,10,303.2000
batch,10,241.5000
batch,10,126.2000
batch,10,186.5000
batch,10,57.3000
batch,10,167.7000
batch,10,95.4000
batch,10,177.1000
batch,10,66.5000
batch,10,5.4000
batch,10,267.7000
batch,10,80.4000
batch,10,86.9000
batch,10,212.1000
batch,10,247.4000
batch,10,139.0000
batch,10,169.1000
batch,10,587.6000
batch,10,109.9000
batch,10,156.0000
batch,10,151.2000
batch,10,292.9000
batch,10,63.4000
batch,10,236.7000
batch,10,141.1000
batch,10,188.8000
batch,10,202.4000
batch,10,200.0000
batch,10,265.6000
batch,10,120.0000
batch,10,83.8000
batch,10,154.2000
batch,10,227.3000
batch,10,213.9000
batch,10,295.0000
batch,10,81.8000
batch,10,160.4000
batch,10,124.0000
batch,10,253.6000
batch,10,193.1000
batch,10,248.7000
batch,10,206.9000
batch,10,568.6000
batch,10,163.9000
batch,10,275.1000
batch,10,168.3000
batch,10,206.5000
batch,10,96.7000
batch,10,368.7000
batch,10,885.6000
batch,10,727.2000
batch,10,187.5000
batch,10,74.4000
batch+reposition,1,27.0000
batch+reposition,1,20.3000
batch+reposition,1,34.7000
batch+reposition,1,29.3000
batch+reposition,1,23.2000
batch+reposition,1,25.8000
