demand,policy,seed,wait_seconds,picked_up
1,greedy,8,49.9000,true
1,greedy,8,37.5000,true
1,greedy,8,85.3000,true
1,greedy,8,63.8000,true
1,greedy,8,92.1000,true
1,greedy,8,75.2000,true
1,greedy,8,25.0000,true
1,greedy,8,15.8000,true
1,greedy,8,125.6000,true
1,greedy,8,40.6000,true
1,greedy,8,64.3000,true
1,greedy,8,115.2000,true
1,greedy,8,50.4000,true
1,greedy,8,150.4000,true
1,greedy,8,111.4000,true
1,greedy,8,64.2000,true
1,greedy,8,40.1000,true
1,greedy,8,79.2000,true
1,greedy,8,136.2000,true
1,greedy,8,49.3000,true
1,greedy,8,33.8000,true
1,greedy,8,72.6000,true
1,greedy,8,12.3000,true
1,greedy,8,105.9000,true
1,greedy,8,110.4000,true
1,greedy,8,110.9000,true
1,greedy,8,15.7000,true
1,greedy,8,25.7000,true
1,greedy,8,80.1000,true
1,greedy,8,19.9000,true
1,greedy,8,460.5000,true
1,greedy,8,79.3000,true
1,greedy,8,195.1000,true
1,greedy,8,81.5000,true
1,greedy,8,236.0000,true
1,greedy,8,89.4000,true
1,greedy,8,178.9000,true
1,greedy,8,39.3000,true
1,greedy,8,71.3000,true
1,greedy,8,158.6000,true
1,greedy,8,145.4000,true
1,greedy,8,64.1000,true
1,greedy,8,129.0000,true
1,greedy,8,222.0000,true
1,greedy,8,369.5000,true
1,greedy,8,212.2000,true
1,greedy,8,31.8000,true
1,greedy,8,163.5000,true
1,greedy,8,76.6000,true
1,greedy,8,29.3000,true
1,greedy,8,103.7000,true
1,greedy,8,546.0000,true
1,greedy,8,63.5000,true
1,greedy,8,124.7000,true
1,greedy,8,77.3000,true
1,greedy,8,81.0000,true
1,greedy,8,84.1000,true
1,greedy,8,81.1000,true
1,greedy,8,240.5000,true
1,greedy,8,76.9000,true
1,greedy,8,145.8000,true
1,greedy,8,52.6000,true
1,greedy,8,54.4000,true
1,greedy,8,1.0000,true
1,greedy,8,101.2000,true
1,greedy,8,81.4000,true
1,greedy,8,293.7000,true
1,greedy,8,66.5000,true
1,greedy,8,94.4000,true
1,greedy,8,184.5000,true
1,greedy,8,118.9000,true
1,greedy,8,49.0000,true
1,greedy,8,156.5000,true
1,greedy,8,170.1000,true
1,greedy,8,97.9000,true
1,greedy,8,84.8000,true
1,greedy,8,201.4000,true
1,greedy,8,55.7000,true
1,greedy,8,166.4000,true
1,greedy,8,50.6000,true
1,greedy,8,48.8000,true
1,greedy,8,242.3000,true
1,greedy,8,209.1000,true
1,greedy,8,67.7000,true
1,greedy,8,126.2000,true
1,greedy,8,102.2000,true
1,greedy,8,179.3000,true
1,greedy,8,15.4000,true
1,greedy,8,148.8000,true
1,greedy,8,185.5000,true
1,greedy,8,254.1000,true
1,greedy,8,115.9000,true
1,greedy,8,179.0000,true
1,greedy,8,168.6000,true
1,greedy,8,92.0000,true
1,greedy,8,149.1000,true
1,greedy,8,43.2000,true
1,greedy,8,84.2000,true
1,greedy,8,173.6000,true
1,greedy,8,172.8000,true
1,greedy,8,270.6000,true
1,greedy,8,258.5000,true
1,greedy,8,129.3000,true
1,greedy,8,74.6000,true
1,greedy,8,67.5000,true
1,greedy,8,86.9000,true
1,greedy,8,176.4000,true
1,greedy,8,129.9000,true
1,greedy,8,93.6000,true
1,greedy,8,127.7000,true
1,greedy,8,135.0000,true
1,greedy,8,222.3000,true
1,greedy,8,187.8000,true
1,greedy,8,185.1000,true
1,greedy,8,105.0000,true
1,greedy,8,202.0000,true
1,greedy,8,155.0000,true
1,greedy,8,168.7000,true
1,greedy,8,183.5000,true
1,greedy,8,188.0000,true
1,greedy,8,154.9000,true
1,greedy,8,94.2000,true
1,greedy,8,50.1000,true
1,greedy,8,181.7000,true
1,greedy,8,116.2000,true
1,greedy,8,122.5000,true
1,greedy,8,105.7000,true
1,greedy,8,140.6000,true
1,greedy,8,114.2000,true
1,greedy,8,97.0000,true
1,greedy,8,620.8000,true
1,greedy,8,92.1000,true
1,greedy,8,152.2000,true
1,greedy,8,25.6000,true
1,greedy,8,45.2000,true
1,greedy,8,90.1000,true
1,greedy,8,301.5000,true
1,greedy,8,55.4000,true
1,greedy,8,88.5000,true
1,greedy,8,83.3000,true
1,greedy,8,115.0000,true
1,greedy,8,96.0000,true
1,greedy,8,92.5000,true
1,greedy,8,47.9000,true
1,greedy,8,72.0000,true
1,greedy,8,159.0000,true
1,greedy,8,152.9000,true
1,greedy,8,198.6000,true
1,greedy,8,76.9000,true
1,greedy,8,70.2000,true
1,greedy,8,126.4000,true
1,greedy,8,607.6000,true
1,greedy,8,120.2000,true
1,greedy,8,153.1000,true
1,greedy,8,160.6000,true
1,greedy,8,293.4000,true
1,greedy,8,148.4000,true
1,greedy,8,188.0000,true
1,greedy,8,181.2000,true
1,greedy,8,29.7000,true
1,greedy,8,122.3000,true
1,greedy,8,305.5000,true
1,greedy,8,153.4000,true
1,greedy,8,35.3000,true
1,greedy,8,78.3000,true
1,greedy,8,138.2000,true
1,greedy,8,85.8000,true
1,greedy,8,130.1000,true
1,greedy,8,134.7000,true
1,greedy,8,49.7000,true
1,greedy,8,168.8000,true
1,greedy,8,351.2000,true
1,greedy,8,610.5000,true
1,greedy,8,139.7000,true
1,greedy,8,228.2000,true
1,greedy,8,111.4000,true
1,greedy,8,657.3000,true
1,greedy,8,137.6000,true
1,greedy,8,240.4000,true
1,greedy,8,156.7000,true
1,greedy,8,55.5000,true
1,greedy,8,208.5000,true
1,greedy,8,1014.4000,true
1,greedy,8,106.5000,true
1,greedy,8,998.0000,true
1,greedy,8,657.3000,true
1,greedy,8,1224.8000,true
1,greedy,9,35.8000,true
1,greedy,9,2.3000,true
1,greedy,9,26.5000,true
1,greedy,9,19.3000,true
1,greedy,9,33.5000,true
1,greedy,9,72.9000,true
1,greedy,9,25.6000,true
1,greedy,9,0.1000,true
1,greedy,9,32.5000,true
1,greedy,9,45.6000,true
1,greedy,9,43.9000,true
1,greedy,9,34.2000,true
1,greedy,9,32.4000,true
1,greedy,9,14.4000,true
1,greedy,9,10.9000,true
1,greedy,9,15.8000,true
1,greedy,9,49.1000,true
1,greedy,9,39.1000,true
1,greedy,9,94.3000,true
1,greedy,9,14.4000,true
1,greedy,9,55.1000,true
1,greedy,9,114.3000,true
1,greedy,9,15.7000,true
1,greedy,9,81.8000,true
1,greedy,9,211.0000,true
1,greedy,9,25.5000,true
1,greedy,9,5.4000,true
1,greedy,9,46.9000,true
1,greedy,9,27.3000,true
1,greedy,9,179.2000,true
1,greedy,9,54.3000,true
1,greedy,9,25.9000,true
1,greedy,9,162.1000,true
1,greedy,9,25.2000,true
1,greedy,9,2.4000,true
1,greedy,9,26.0000,true
1,greedy,9,61.2000,true
1,greedy,9,42.1000,true
1,greedy,9,5.5000,true
1,greedy,9,25.9000,true
1,greedy,9,29.1000,true
1,greedy,9,30.9000,true
1,greedy,9,5.2000,true
1,greedy,9,52.1000,true
1,greedy,9,52.9000,true
1,greedy,9,74.6000,true
1,greedy,9,18.0000,true
1,greedy,9,38.3000,true
1,greedy,9,46.5000,true
1,greedy,9,7.5000,true
1,greedy,9,138.7000,true
1,greedy,9,20.0000,true
1,greedy,9,16.0000,true
1,greedy,9,29.7000,true
1,greedy,9,20.8000,true
1,greedy,9,62.9000,true
1,greedy,9,12.9000,true
1,greedy,9,19.1000,true
1,greedy,9,51.6000,true
1,greedy,9,34.9000,true
1,greedy,9,89.8000,true
1,greedy,9,28.0000,true
1,greedy,9,20.2000,true
1,greedy,9,13.4000,true
1,greedy,9,461.8000,true
1,greedy,9,39.4000,true
1,greedy,9,61.0000,true
1,greedy,9,8.2000,true
1,greedy,9,23.7000,true
1,greedy,9,61.4000,true
1,greedy,9,33.4000,true
1,greedy,9,169.4000,true
1,greedy,9,77.2000,true
1,greedy,9,85.4000,true
1,greedy,9,11.5000,true
1,greedy,9,11.1000,true
1,greedy,9,57.6000,true
1,greedy,9,0.1000,true
1,greedy,9,21.7000,true
1,greedy,9,11.9000,true
1,greedy,9,16.3000,true
1,greedy,9,24.7000,true
1,greedy,9,7.4000,true
1,greedy,9,83.3000,true
1,greedy,9,24.5000,true
1,greedy,9,72.9000,true
1,greedy,9,5.3000,true
1,greedy,9,18.5000,true
1,greedy,9,58.9000,true
1,greedy,9,8.7000,true
1,greedy,9,56.7000,true
1,greedy,9,114.5000,true
1,greedy,9,24.9000,true
1,greedy,9,53.2000,true
1,greedy,9,12.9000,true
1,greedy,9,60.6000,true
1,greedy,9,65.4000,true
1,greedy,9,42.4000,true
1,greedy,9,25.3000,true
1,greedy,9,81.6000,true
1,greedy,9,114.6000,true
1,greedy,9,24.0000,true
1,greedy,9,18.5000,true
1,greedy,9,6.5000,true
1,greedy,9,17.7000,true
1,greedy,9,131.4000,true
1,greedy,9,31.5000,true
1,greedy,9,55.8000,true
1,greedy,9,44.0000,true
1,greedy,9,7.9000,true
1,greedy,9,9.9000,true
1,greedy,9,61.3000,true
1,greedy,9,37.2000,true
1,greedy,9,27.0000,true
1,greedy,9,0.6000,true
1,greedy,9,13.3000,true
1,greedy,9,17.7000,true
1,greedy,9,55.0000,true
1,greedy,9,204.1000,true
1,greedy,9,520.8000,true
1,greedy,9,188.3000,true
1,greedy,9,54.0000,true
1,greedy,9,459.5000,true
1,greedy,9,4.4000,true
1,greedy,9,43.0000,true
1,greedy,9,164.6000,true
1,greedy,9,38.9000,true
1,greedy,9,33.4000,true
1,greedy,9,44.2000,true
1,greedy,9,47.4000,true
1,greedy,9,30.5000,true
1,greedy,9,53.1000,true
1,greedy,9,76.6000,true
1,greedy,9,111.6000,true
1,greedy,9,179.4000,true
1,greedy,9,24.3000,true
1,greedy,9,120.7000,true
1,greedy,9,96.7000,true
1,greedy,9,0.1000,true
1,greedy,9,68.2000,true
1,greedy,9,14.4000,true
1,greedy,9,46.4000,true
1,greedy,9,44.7000,true
1,greedy,9,33.3000,true
1,greedy,9,227.3000,true
1,greedy,9,109.5000,true
1,greedy,9,43.8000,true
1,greedy,9,84.1000,true
1,greedy,9,178.9000,true
1,greedy,9,57.8000,true
1,greedy,9,51.1000,true
1,greedy,9,64.5000,true
1,greedy,9,22.9000,true
1,greedy,9,16.6000,true
1,greedy,9,105.3000,true
1,greedy,9,495.3000,true
1,greedy,9,78.5000,true
1,greedy,9,45.9000,true
1,greedy,9,48.1000,true
1,greedy,9,62.4000,true
1,greedy,9,34.2000,true
1,greedy,9,13.1000,true
1,greedy,9,44.8000,true
1,greedy,9,73.4000,true
1,greedy,9,48.1000,true
1,greedy,9,8.6000,true
1,greedy,9,70.9000,true
1,greedy,9,25.3000,true
1,greedy,9,4.0000,true
1,greedy,9,112.1000,true
1,greedy,9,31.5000,true
1,greedy,9,38.1000,true
1,greedy,9,125.2000,true
1,greedy,9,74.0000,true
1,greedy,9,41.5000,true
1,greedy,9,84.2000,true
1,greedy,9,68.4000,true
1,greedy,9,127.5000,true
1,greedy,9,78.1000,true
1,greedy,9,308.6000,true
1,greedy,9,40.4000,true
1,greedy,9,10.3000,true
1,greedy,9,69.1000,true
1,greedy,9,8.9000,true
1,greedy,9,79.7000,true
1,greedy,9,91.4000,true
1,greedy,9,105.9000,true
1,greedy,9,58.6000,true
1,greedy,9,25.8000,true
1,greedy,9,1.1000,true
1,greedy,9,56.9000,true
1,greedy,9,117.5000,true
1,greedy,9,8.0000,true
1,greedy,9,5.9000,true
1,greedy,9,34.6000,true
1,greedy,9,101.5000,true
1,greedy,9,82.3000,true
1,greedy,9,79.3000,true
1,greedy,9,26.9000,true
1,greedy,9,53.3000,true
1,greedy,9,53.5000,true
1,greedy,9,108.0000,true
1,greedy,9,27.5000,true
1,greedy,9,54.8000,true
1,greedy,9,79.2000,true
1,greedy,9,107.8000,true
1,greedy,9,33.0000,true
1,greedy,9,129.3000,true
1,greedy,9,42.5000,true
1,greedy,9,60.5000,true
1,greedy,9,112.9000,true
1,greedy,9,74.8000,true
1,greedy,9,145.5000,true
1,greedy,9,415.5000,true
1,greedy,9,4.7000,true
1,greedy,9,60.5000,true
1,greedy,9,80.8000,true
1,greedy,9,7.2000,true
1,greedy,9,48.2000,true
1,greedy,9,93.0000,true
1,greedy,9,77.0000,true
1,greedy,9,35.7000,true
1,greedy,9,194.8000,true
1,greedy,9,134.1000,true
1,greedy,9,95.3000,true
1,greedy,9,27.3000,true
1,greedy,9,11.6000,true
1,greedy,9,51.0000,true
1,greedy,9,345.8000,true
1,greedy,9,18.6000,true
1,greedy,9,72.2000,true
1,greedy,9,49.0000,true
1,greedy,9,110.4000,true
1,greedy,9,42.3000,true
1,greedy,9,92.2000,true
1,greedy,9,187.7000,true
1,greedy,9,42.0000,true
1,greedy,9,30.5000,true
1,greedy,9,105.8000,true
1,greedy,9,8.6000,true
1,greedy,9,141.1000,true
1,greedy,9,52.9000,true
1,greedy,9,50.6000,true
1,greedy,9,88.2000,true
1,greedy,9,102.2000,true
1,greedy,9,63.1000,true
1,greedy,9,471.1000,true
1,greedy,9,177.0000,true
1,greedy,9,460.8000,true
1,greedy,9,77.4000,true
1,greedy,9,123.6000,true
1,greedy,9,44.8000,true
1,greedy,9,24.8000,true
1,greedy,9,100.8000,true
1,greedy,9,237.4000,true
1,greedy,9,31.1000,true
1,greedy,9,196.7000,true
1,greedy,9,98.6000,true
1,greedy,9,31.4000,true
1,greedy,9,74.3000,true
1,greedy,9,205.2000,true
1,greedy,9,113.2000,true
1,greedy,9,144.4000,true
1,greedy,9,85.9000,true
1,greedy,9,55.2000,true
1,greedy,9,91.5000,true
1,greedy,9,70.7000,true
1,greedy,9,1065.1000,true
1,greedy,9,143.2000,true
1,greedy,9,82.2000,true
1,greedy,9,84.1000,true
1,greedy,9,131.3000,true
1,greedy,9,103.8000,true
1,greedy,9,82.5000,true
1,greedy,9,55.4000,true
1,greedy,9,49.8000,true
1,greedy,9,63.8000,true
1,greedy,9,4.3000,true
1,greedy,9,1.0000,true
1,greedy,9,138.3000,true
1,greedy,9,178.9000,true
1,greedy,9,117.6000,true
1,greedy,9,92.5000,true
1,greedy,9,146.9000,true
1,greedy,9,70.2000,true
1,greedy,9,174.2000,true
1,greedy,9,111.0000,true
1,greedy,9,83.2000,true
1,greedy,9,154.0000,true
1,greedy,9,38.0000,true
1,greedy,9,49.0000,true
1,greedy,9,62.2000,true
1,greedy,9,695.2000,true
1,greedy,9,117.3000,true
1,greedy,9,147.8000,true
1,greedy,9,164.6000,true
1,greedy,9,186.7000,true
1,greedy,9,36.9000,true
1,greedy,9,88.7000,true
1,greedy,9,119.5000,true
1,greedy,9,40.7000,true
1,greedy,9,102.2000,true
1,greedy,9,221.3000,true
1,greedy,9,81.7000,true
1,greedy,9,85.0000,true
1,greedy,9,167.6000,true
1,greedy,9,116.8000,true
1,greedy,9,80.3000,true
1,greedy,9,129.3000,true
1,greedy,9,95.2000,true
1,greedy,9,65.0000,true
1,greedy,9,59.1000,true
1,greedy,9,76.9000,true
1,greedy,9,296.1000,true
1,greedy,9,81.4000,true
1,greedy,9,92.3000,true
1,greedy,9,116.4000,true
1,greedy,9,255.6000,true
1,greedy,9,173.5000,true
1,greedy,9,148.4000,true
1,greedy,9,151.7000,true
1,greedy,9,119.9000,true
1,greedy,9,74.0000,true
1,greedy,9,125.1000,true
1,greedy,9,166.0000,true
1,greedy,9,190.3000,true
1,greedy,9,146.7000,true
1,greedy,9,117.4000,true
1,greedy,9,98.0000,true
1,greedy,9,85.0000,true
1,greedy,9,155.6000,true
1,greedy,9,82.2000,true
1,greedy,9,117.4000,true
1,greedy,9,86.9000,true
1,greedy,9,181.0000,true
1,greedy,9,140.8000,true
1,greedy,9,206.6000,true
1,greedy,9,126.7000,true
1,greedy,9,110.7000,true
1,greedy,9,22.8000,true
1,greedy,9,144.6000,true
1,greedy,9,219.3000,true
1,greedy,9,172.7000,true
1,greedy,9,484.6000,true
1,greedy,9,271.1000,true
1,greedy,9,166.2000,true
1,greedy,9,127.6000,true
1,greedy,9,111.5000,true
1,greedy,9,66.0000,true
1,greedy,9,186.2000,true
1,greedy,9,92.6000,true
1,greedy,9,123.4000,true
1,greedy,9,135.2000,true
1,greedy,9,132.3000,true
1,greedy,9,103.9000,true
1,greedy,9,182.7000,true
1,greedy,9,48.4000,true
1,greedy,9,116.8000,true
1,greedy,9,57.5000,true
1,greedy,9,176.0000,true
1,greedy,9,221.0000,true
1,greedy,9,59.5000,true
1,greedy,9,139.9000,true
1,greedy,9,84.9000,true
1,greedy,9,136.2000,true
1,greedy,9,48.2000,true
1,greedy,9,198.9000,true
1,greedy,9,58.7000,true
1,greedy,9,109.1000,true
1,greedy,9,144.9000,true
1,greedy,9,214.3000,true
1,greedy,9,321.1000,true
1,greedy,9,55.8000,true
1,greedy,9,82.3000,true
1,greedy,9,612.5000,true
1,greedy,9,130.3000,true
1,greedy,9,66.4000,true
1,greedy,9,92.5000,true
1,greedy,9,257.1000,true
1,greedy,9,47.2000,true
1,greedy,9,159.1000,true
1,greedy,9,105.5000,true
1,greedy,9,199.6000,true
1,greedy,9,116.0000,true
1,greedy,9,124.3000,true
1,greedy,9,209.2000,true
1,greedy,9,137.5000,true
1,greedy,9,68.5000,true
1,greedy,9,164.2000,true
1,greedy,9,147.9000,true
1,greedy,9,88.0000,true
1,greedy,9,143.9000,true
1,greedy,9,117.5000,true
1,greedy,9,108.1000,true
1,greedy,9,159.0000,true
1,greedy,9,86.0000,true
1,greedy,9,189.0000,true
1,greedy,9,99.0000,true
1,greedy,9,278.6000,true
1,greedy,9,44.6000,true
1,greedy,9,82.7000,true
1,greedy,9,179.9000,true
1,greedy,9,44.9000,true
1,greedy,9,173.0000,true
1,greedy,9,116.0000,true
1,greedy,9,269.7000,true
1,greedy,9,173.9000,true
1,greedy,9,157.2000,true
1,greedy,9,214.7000,true
1,greedy,9,227.8000,true
1,greedy,9,101.6000,true
1,greedy,9,482.5000,true
1,greedy,9,90.7000,true
1,greedy,9,935.6000,true
1,greedy,9,151.7000,true
1,greedy,9,198.7000,true
1,greedy,9,93.2000,true
1,greedy,9,292.8000,true
1,greedy,9,129.2000,true
1,greedy,9,93.2000,true
1,greedy,9,611.8000,true
1,greedy,9,133.0000,true
1,greedy,9,760.5000,true
1,greedy,9,555.5000,true
1,greedy,9,979.6000,true
1,greedy,9,1246.1000,true
1,greedy,9,145.9000,true
1,greedy,10,39.6000,true
1,greedy,10,22.1000,true
1,greedy,10,25.8000,true
1,greedy,10,42.1000,true
1,greedy,10,37.0000,true
1,greedy,10,127.8000,true
1,greedy,10,16.4000,true
1,greedy,10,55.2000,true
1,greedy,10,0.1000,true
1,greedy,10,28.4000,true
1,greedy,10,44.6000,true
1,greedy,10,16.4000,true
1,greedy,10,37.0000,true
1,greedy,10,10.3000,true
1,greedy,10,17.1000,true
1,greedy,10,23.6000,true
1,greedy,10,36.2000,true
1,greedy,10,29.8000,true
1,greedy,10,50.8000,true
1,greedy,10,28.7000,true
1,greedy,10,15.6000,true
1,greedy,10,39.4000,true
1,greedy,10,43.7000,true
1,greedy,10,22.0000,true
1,greedy,10,5.6000,true
1,greedy,10,39.8000,true
1,greedy,10,44.8000,true
1,greedy,10,57.6000,true
1,greedy,10,7.2000,true
1,greedy,10,47.2000,true
1,greedy,10,41.4000,true
1,greedy,10,4.7000,true
1,greedy,10,10.6000,true
1,greedy,10,41.2000,true
1,greedy,10,44.8000,true
1,greedy,10,21.0000,true
1,greedy,10,38.1000,true
1,greedy,10,18.5000,true
1,greedy,10,54.2000,true
1,greedy,10,48.8000,true
1,greedy,10,31.6000,true
1,greedy,10,69.2000,true
1,greedy,10,56.0000,true
1,greedy,10,176.3000,true
1,greedy,10,0.1000,true
1,greedy,10,0.4000,true
1,greedy,10,12.9000,true
1,greedy,10,68.1000,true
1,greedy,10,51.8000,true
1,greedy,10,56.2000,true
1,greedy,10,56.6000,true
1,greedy,10,70.9000,true
1,greedy,10,22.0000,true
1,greedy,10,50.3000,true
1,greedy,10,76.7000,true
1,greedy,10,36.7000,true
1,greedy,10,63.6000,true
1,greedy,10,7.4000,true
1,greedy,10,60.4000,true
1,greedy,10,23.2000,true
1,greedy,10,10.0000,true
1,greedy,10,45.8000,true
1,greedy,10,27.4000,true
1,greedy,10,41.0000,true
1,greedy,10,118.4000,true
1,greedy,10,11.0000,true
1,greedy,10,27.3000,true
1,greedy,10,38.8000,true
1,greedy,10,495.0000,true
1,greedy,10,0.1000,true
1,greedy,10,39.2000,true
1,greedy,10,40.2000,true
1,greedy,10,57.6000,true
1,greedy,10,3.2000,true
1,greedy,10,84.2000,true
1,greedy,10,7.0000,true
1,greedy,10,45.7000,true
1,greedy,10,37.2000,true
1,greedy,10,25.9000,true
1,greedy,10,31.5000,true
1,greedy,10,12.1000,true
1,greedy,10,32.8000,true
1,greedy,10,16.7000,true
1,greedy,10,7.5000,true
1,greedy,10,109.7000,true
1,greedy,10,70.0000,true
1,greedy,10,6.4000,true
1,greedy,10,18.9000,true
1,greedy,10,94.1000,true
1,greedy,10,5.2000,true
1,greedy,10,257.6000,true
1,greedy,10,232.6000,true
1,greedy,10,76.7000,true
1,greedy,10,60.6000,true
1,greedy,10,2.2000,true
1,greedy,10,11.5000,true
1,greedy,10,29.2000,true
1,greedy,10,35.0000,true
1,greedy,10,21.2000,true
1,greedy,10,283.2000,true
1,greedy,10,90.4000,true
1,greedy,10,269.0000,true
1,greedy,10,27.0000,true
1,greedy,10,59.4000,true
1,greedy,10,13.7000,true
1,greedy,10,93.9000,true
1,greedy,10,104.4000,true
1,greedy,10,281.6000,true
1,greedy,10,28.6000,true
1,greedy,10,30.0000,true
1,greedy,10,17.8000,true
1,greedy,10,40.3000,true
1,greedy,10,99.6000,true
1,greedy,10,36.7000,true
1,greedy,10,76.2000,true
1,greedy,10,28.0000,true
1,greedy,10,16.9000,true
1,greedy,10,34.3000,true
1,greedy,10,37.3000,true
1,greedy,10,108.7000,true
1,greedy,10,85.8000,true
1,greedy,10,39.2000,true
1,greedy,10,29.1000,true
1,greedy,10,54.6000,true
1,greedy,10,3.6000,true
1,greedy,10,45.3000,true
1,greedy,10,26.7000,true
1,greedy,10,102.6000,true
1,greedy,10,53.7000,true
1,greedy,10,28.1000,true
1,greedy,10,28.4000,true
1,greedy,10,15.7000,true
1,greedy,10,33.5000,true
1,greedy,10,39.3000,true
1,greedy,10,91.1000,true
1,greedy,10,60.3000,true
1,greedy,10,11.7000,true
1,greedy,10,293.9000,true
1,greedy,10,17.7000,true
1,greedy,10,19.9000,true
1,greedy,10,37.7000,true
1,greedy,10,85.7000,true
1,greedy,10,14.8000,true
1,greedy,10,44.2000,true
1,greedy,10,89.3000,true
1,greedy,10,30.0000,true
1,greedy,10,33.1000,true
1,greedy,10,71.4000,true
1,greedy,10,69.0000,true
1,greedy,10,44.4000,true
1,greedy,10,8.7000,true
1,greedy,10,134.0000,true
1,greedy,10,59.8000,true
1,greedy,10,16.9000,true
1,greedy,10,68.9000,true
1,greedy,10,93.7000,true
1,greedy,10,295.7000,true
1,greedy,10,148.5000,true
1,greedy,10,34.4000,true
1,greedy,10,75.8000,true
1,greedy,10,54.0000,true
1,greedy,10,34.6000,true
1,greedy,10,107.6000,true
1,greedy,10,162.7000,true
1,greedy,10,73.6000,true
1,greedy,10,40.2000,true
1,greedy,10,6.5000,true
1,greedy,10,43.0000,true
1,greedy,10,60.0000,true
1,greedy,10,213.1000,true
1,greedy,10,88.5000,true
1,greedy,10,68.8000,true
1,greedy,10,296.4000,true
1,greedy,10,100.0000,true
1,greedy,10,176.9000,true
1,greedy,10,137.4000,true
1,greedy,10,51.2000,true
1,greedy,10,31.5000,true
1,greedy,10,24.3000,true
1,greedy,10,97.5000,true
1,greedy,10,175.6000,true
1,greedy,10,77.7000,true
1,greedy,10,118.1000,true
1,greedy,10,74.1000,true
1,greedy,10,32.7000,true
1,greedy,10,8.2000,true
1,greedy,10,21.6000,true
1,greedy,10,79.0000,true
1,greedy,10,99.6000,true
1,greedy,10,187.3000,true
1,greedy,10,75.0000,true
1,greedy,10,228.8000,true
1,greedy,10,44.9000,true
1,greedy,10,61.4000,true
1,greedy,10,21.2000,true
1,greedy,10,101.0000,true
1,greedy,10,26.5000,true
1,greedy,10,84.4000,true
1,greedy,10,129.8000,true
1,greedy,10,51.3000,true
1,greedy,10,195.2000,true
1,greedy,10,35.7000,true
1,greedy,10,18.0000,true
1,greedy,10,323.7000,true
1,greedy,10,122.2000,true
1,greedy,10,171.1000,true
1,greedy,10,56.5000,true
1,greedy,10,109.5000,true
1,greedy,10,122.0000,true
1,greedy,10,155.7000,true
1,greedy,10,49.3000,true
1,greedy,10,44.4000,true
1,greedy,10,1.8000,true
1,greedy,10,69.5000,true
1,greedy,10,53.0000,true
1,greedy,10,140.0000,true
1,greedy,10,76.3000,true
1,greedy,10,32.0000,true
1,greedy,10,77.8000,true
1,greedy,10,144.4000,true
1,greedy,10,78.7000,true
1,greedy,10,115.6000,true
1,greedy,10,66.7000,true
1,greedy,10,102.4000,true
1,greedy,10,27.6000,true
1,greedy,10,21.3000,true
1,greedy,10,88.5000,true
1,greedy,10,87.8000,true
1,greedy,10,148.9000,true
1,greedy,10,59.6000,true
1,greedy,10,18.7000,true
1,greedy,10,20.0000,true
1,greedy,10,30.0000,true
1,greedy,10,50.7000,true
1,greedy,10,159.5000,true
1,greedy,10,47.8000,true
1,greedy,10,122.7000,true
1,greedy,10,65.5000,true
1,greedy,10,109.3000,true
1,greedy,10,73.6000,true
1,greedy,10,68.8000,true
1,greedy,10,70.6000,true
1,greedy,10,146.0000,true
1,greedy,10,80.3000,true
1,greedy,10,32.6000,true
1,greedy,10,92.0000,true
1,greedy,10,13.9000,true
1,greedy,10,80.0000,true
1,greedy,10,95.1000,true
1,greedy,10,211.7000,true
1,greedy,10,91.5000,true
1,greedy,10,97.9000,true
1,greedy,10,10.4000,true
1,greedy,10,155.1000,true
1,greedy,10,78.7000,true
1,greedy,10,40.7000,true
1,greedy,10,50.1000,true
1,greedy,10,105.1000,true
1,greedy,10,62.5000,true
1,greedy,10,60.7000,true
1,greedy,10,129.9000,true
1,greedy,10,90.4000,true
1,greedy,10,82.8000,true
1,greedy,10,104.1000,true
1,greedy,10,37.9000,true
1,greedy,10,7.7000,true
1,greedy,10,152.2000,true
1,greedy,10,90.2000,true
1,greedy,10,45.9000,true
1,greedy,10,72.8000,true
1,greedy,10,139.4000,true
1,greedy,10,104.8000,true
1,greedy,10,167.9000,true
1,greedy,10,101.8000,true
1,greedy,10,53.1000,true
1,greedy,10,55.0000,true
1,greedy,10,77.0000,true
1,greedy,10,93.7000,true
1,greedy,10,35.9000,true
1,greedy,10,40.1000,true
1,greedy,10,68.8000,true
1,greedy,10,134.2000,true
1,greedy,10,178.0000,true
1,greedy,10,52.3000,true
1,greedy,10,81.0000,true
1,greedy,10,100.8000,true
1,greedy,10,195.1000,true
1,greedy,10,192.0000,true
1,greedy,10,53.7000,true
1,greedy,10,169.1000,true
1,greedy,10,148.4000,true
1,greedy,10,552.8000,true
1,greedy,10,212.8000,true
1,greedy,10,150.4000,true
1,greedy,10,170.3000,true
1,greedy,10,151.8000,true
1,greedy,10,133.5000,true
1,greedy,10,186.5000,true
1,greedy,10,94.7000,true
1,greedy,10,38.2000,true
1,greedy,10,38.0000,true
1,greedy,10,56.2000,true
1,greedy,10,62.0000,true
1,greedy,10,265.2000,true
1,greedy,10,89.0000,true
1,greedy,10,40.1000,true
1,greedy,10,119.3000,true
1,greedy,10,101.3000,true
1,greedy,10,221.9000,true
1,greedy,10,98.2000,true
1,greedy,10,107.0000,true
1,greedy,10,197.3000,true
1,greedy,10,180.3000,true
1,greedy,10,108.0000,true
1,greedy,10,143.6000,true
1,greedy,10,215.6000,true
1,greedy,10,83.2000,true
